1	0.07287105555
1.5	0.0618422886
2	0.05384477631
2.5	0.04971388906
3	0.03420209989
3.5	0.1444497056
4	0.2979662354
4.5	0.4090264773
5	0.4985273153
5.5	0.5680973734
6	0.61479242
6.5	0.6641772818
7	0.6429678257
7.5	0.5517842563
8	0.3417132467
8.5	0.09440763524
9	0.07328313508
9.5	0.06072901701
10	0.05831136092
10.5	0.05325628798
11	0.05081717391
11.5	0.04801137107
12	0.04558523536
12.5	0.04443622153
13	0.04311995741
13.5	0.04222959727
14	0.04124048926
14.5	0.04057920491
15	0.03980587377
15.5	0.03932729427
16	0.03871230583
16.5	0.03836152341
17	0.03788941656
17.5	0.03760323726
18	0.03725341648
18.5	0.03699768925
19	0.0367289346
19.5	0.03650601058
20	0.03629282731
