0	0.015
7.577016857	0.01499156144
15.15403371	0.01496625871
22.73105057	0.01492411148
35.80982276	0.01481179394
48.88859495	0.01464947795
61.96736713	0.01443729429
75.12161438	0.01417373965
88.27586163	0.01386006012
101.4301089	0.0134964317
114.6390487	0.01308123099
127.8479885	0.01261607998
141.0569284	0.01210120365
154.3843161	0.01153156755
167.7117038	0.01091183463
181.0390915	0.01024228722
194.5450717	0.009513263454
208.051052	0.008733735398
221.5570323	0.007904053668
235.3012989	0.007008636486
249.0455656	0.006062091025
262.7898323	0.005064850421
276.8377327	0.003993675106
290.8856331	0.00287054277
304.9335334	0.001695988149
319.3659729	0.000436327537
333.7984124	-0.0008763646144
348.2308518	-0.002241425008
363.1623213	-0.003708052608
378.0937908	-0.005229171056
393.0252602	-0.00680394718
408.6406348	-0.008507298599
424.2560094	-0.01026732987
439.871384	-0.01208296685
456.5155067	-0.01407816958
473.1596295	-0.01613384272
489.8037523	-0.01824852639
508.279059	-0.02066311432
526.7543657	-0.02314634823
545.2296724	-0.02569598966
567.7234482	-0.02888643731
590.217224	-0.03216742891
612.7109997	-0.03553441142
629.7395921	-0.03813761097
646.7681845	-0.04078520799
663.7967768	-0.04347501011
680.8253692	-0.04620475118
697.8539616	-0.04897210211
714.882554	-0.05177469091
730.3909413	-0.05435568063
745.8993286	-0.05696198447
761.4077158	-0.05959168706
775.933929	-0.06207432804
790.4601421	-0.06457413662
804.9863553	-0.0670894521
818.9715849	-0.06952416456
832.9568144	-0.07197014856
846.942044	-0.07442585617
860.623706	-0.07683615842
874.3053679	-0.07925277258
887.9870299	-0.08167419753
901.5187141	-0.08407232137
915.0503983	-0.08647218058
928.5820824	-0.08887228253
942.0771551	-0.0912646332
955.5722278	-0.09365422265
969.0673004	-0.09603954069
982.6171128	-0.09842870555
996.1669251	-0.1008104881
1009.716737	-0.103183341
1023.399958	-0.1055689141
1037.083178	-0.1079421981
1050.766399	-0.1103015933
1064.654582	-0.1126804839
1078.542766	-0.1150417502
1092.43095	-0.1173837273
1106.592382	-0.1197502013
1120.753814	-0.1220931475
1134.915246	-0.1244108259
1149.417958	-0.1267563668
1163.920669	-0.1290717616
1178.423381	-0.1313551877
1193.337486	-0.1336681516
1208.251592	-0.1359434759
1223.165697	-0.1381792511
1238.56387	-0.1404441098
1253.962042	-0.1426627886
1269.360214	-0.1448332907
1285.311153	-0.1470288314
1301.262091	-0.1491684738
1317.21303	-0.1512501428
1333.750026	-0.1533449439
1350.287021	-0.1553731076
1366.824017	-0.157332512
1383.83427	-0.1592741128
1400.844522	-0.1611386813
1417.854775	-0.1629241424
1434.797815	-0.1646219605
1451.740856	-0.1662374856
1468.683896	-0.1677689144
1484.409992	-0.1691136204
1500.136089	-0.1703831314
1515.862185	-0.1715761992
1529.652466	-0.1725585818
1543.442747	-0.1734805398
1557.233028	-0.1743413484
1569.801315	-0.1750720472
1582.369603	-0.1757509042
1594.93789	-0.1763774458
1607.121019	-0.176934437
1619.304149	-0.1774414733
1631.487278	-0.1778981835
1643.583808	-0.178301519
1655.680338	-0.1786545824
1667.776868	-0.1789570636
1679.990643	-0.1792108676
1692.204419	-0.1794125342
1704.418194	-0.1795617931
1717.002792	-0.1796605066
1729.587391	-0.1797030644
1742.17199	-0.1796892186
1755.544655	-0.1796124456
1768.917319	-0.1794714768
1782.289984	-0.1792660648
1797.400724	-0.1789561309
1812.511465	-0.1785633312
1827.622205	-0.1780873707
1845.88705	-0.1774006911
1864.151895	-0.1765916997
1882.41674	-0.1756599614
1894.797501	-0.1749584031
1907.178262	-0.1742001582
1919.559023	-0.173385109
1931.939784	-0.1725131489
1944.320545	-0.1715841657
1956.701306	-0.1705980461
1968.171245	-0.1696333957
1979.641185	-0.1686195272
1991.111124	-0.1675563495
2002.245912	-0.1664769871
2013.380699	-0.1653509884
2024.515486	-0.1641782659
2035.58627	-0.1629658789
2046.657053	-0.16170713
2057.727836	-0.1604019263
2068.908051	-0.1590365823
2080.088265	-0.157623666
2091.26848	-0.1561630724
2102.705583	-0.1546194766
2114.142686	-0.1530257577
2125.579789	-0.151381791
2137.422094	-0.1496264976
2149.264399	-0.1478170501
2161.106703	-0.1459532944
2173.522877	-0.1439407334
2185.939051	-0.1418681114
2198.355225	-0.1397352311
2211.5585	-0.1374008075
2224.761776	-0.1349977628
2237.965051	-0.1325258346
2252.256115	-0.1297723112
2266.547178	-0.1269374192
2280.838242	-0.1240207942
2296.705375	-0.1206863125
2312.572508	-0.1172500928
2328.439641	-0.1137115981
2346.887462	-0.1094682863
2365.335284	-0.1050851122
2383.783105	-0.1005611967
2408.57538	-0.09425819879
2433.367656	-0.08769726249
2458.159931	-0.08087634786
2480.87474	-0.07439698783
2503.589548	-0.06769625352
2526.304357	-0.06077289564
2545.170079	-0.05485260235
2564.035801	-0.04877741659
2582.901523	-0.04254696024
2600.668704	-0.03653704821
2618.435886	-0.03038911611
2636.203067	-0.02410326352
2653.375948	-0.01789677734
2670.54883	-0.01156207958
2687.721711	-0.005099777936
2704.458297	0.00132041473
2721.194883	0.00786009844
2737.931469	0.01451808319
2754.429471	0.02119560948
2770.927472	0.0279850839
2787.425474	0.03488461095
2804.014315	0.04193094975
2820.603156	0.04908381618
2837.191996	0.05634034257
2854.56844	0.06404910961
2871.944884	0.07186391616
2889.321328	0.07978015271
2907.459853	0.08814632113
2925.598378	0.09661100572
2943.736903	0.1051671935
2956.227571	0.1111084732
2968.718239	0.1170868239
2981.208907	0.1230994197
2993.699575	0.1291432854
3006.190243	0.1352152647
